PROVINCE,AMPHOE,TEXTURE,SOIL,เขื่อนภูมิพล 2012-09-01,เขื่อนสิริกิติ์ 2012-09-01,เขื่อนแควน้อย 2012-09-01,เขื่อนป่าสักฯ  2012-09-01,เขื่อนภูมิพล 2012-09-02,เขื่อนสิริกิติ์ 2012-09-02,เขื่อนแควน้อย 2012-09-02,เขื่อนป่าสักฯ   2012-09-02,เขื่อนภูมิพล 2012-09-03,เขื่อนสิริกิติ์ 2012-09-03,เขื่อนแควน้อย 2012-09-03,เขื่อนป่าสักฯ 2012-09-03,เขื่อนภูมิพล 2012-09-04,เขื่อนสิริกิติ์ 2012-09-04,เขื่อนแควน้อย 2012-09-04,เขื่อนป่าสักฯ  2012-09-04,เขื่อนภูมิพล 2012-09-05,เขื่อนสิริกิติ์ 2012-09-05,เขื่อนแควน้อย 2012-09-05,เขื่อนป่าสักฯ  2012-09-05,เขื่อนภูมิพล 2012-09-06,เขื่อนสิริกิติ์ 2012-09-06,เขื่อนแควน้อย 2012-09-06,เขื่อนป่าสักฯ  2012-09-06,เขื่อนภูมิพล 2012-09-07,เขื่อนสิริกิติ์ 2012-09-07,เขื่อนแควน้อย 2012-09-07,เขื่อนป่าสักฯ  2012-09-07,rainfall - 2/9/2012,rainfall - 3/9/2012,rainfall - 4/9/2012,rainfall - 5/9/2012,rainfall - 6/9/2012,rainfall - 7/9/2012,FLOOD,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Bang Pa-in,น้ำ,0,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,4.5,4,21.5,2,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Ban Phreak,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,2,1,9,7,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Ban Phreak,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,2,1,9,7,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Ban Phreak,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,2,1,9,7,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phak Hai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,8.5,23.5,15.5,6.5,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phak Hai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,8.5,23.5,15.5,6.5,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phak Hai,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,8.5,23.5,15.5,6.5,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phak Hai,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,8.5,23.5,15.5,6.5,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phak Hai,น้ำ,0,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,8.5,23.5,15.5,6.5,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phra Nakhon Si Ayudhya,น้ำ,0,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0.5,0,6,0.5,14.5,1.5,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phachi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,1,1,27.5,3,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phachi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,1,1,27.5,3,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phachi,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,1,1,27.5,3,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Phachi,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,1,1,27.5,3,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,ดินร่วนเหนียวปนทรายแป้ง,10,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Maharat,น้ำ,0,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,1,0,0.5,7,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Lat Bua Luang,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0,0,0,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Lat Bua Luang,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0,0,0,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Lat Bua Luang,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0,0,0,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Lat Bua Luang,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0,0,0,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Lat Bua Luang,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0,0,0,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Wang Noi,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,1.5,0.5,2,0,30.5,3,3,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Sena,น้ำ,0,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0.5,4,4,21.5,1,2,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินร่วนปนทรายแป้ง,11,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียว,3,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
Phra Nakhon Si Ayudhya,Amphoe Uthai,ดินเหนียวปนทรายแป้ง,8,"6,578","5,275",343,182,"6,597","5,314",362,193,"6,612","5,359",382,203,"6,621","5,431",400,217,"6,644","5,501",415,232,"6,672","5,562",426,249,"6,710","5,610",436,261,0,0,0,0.5,7.5,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
