DATE,FID,
15/02/2022,55,
15/02/2022,31,
15/02/2022,43,
15/02/2022,35,
15/02/2022,39,
15/02/2022,34,
15/02/2022,29,
15/02/2022,32,
15/02/2022,26,
15/02/2022,28,
15/02/2022,30,
15/02/2022,40,
15/02/2022,27,
15/02/2022,36,
15/02/2022,41,
15/02/2022,37,
15/02/2022,33,
15/02/2022,38,
15/02/2022,42,
15/02/2022,1804,
15/02/2022,1796,
15/02/2022,1800,
15/02/2022,1794,
15/02/2022,1793,
15/02/2022,1799,
15/02/2022,1805,
15/02/2022,1801,
15/02/2022,1806,
15/02/2022,1803,
15/02/2022,1802,
15/02/2022,1797,
15/02/2022,1798,
15/02/2022,1795,
15/02/2022,1762,
15/02/2022,1768,
15/02/2022,1760,
15/02/2022,1763,
15/02/2022,1769,
15/02/2022,1719,
15/02/2022,1720,
15/02/2022,1745,
15/02/2022,1735,
15/02/2022,1728,
15/02/2022,1722,
15/02/2022,1723,
15/02/2022,1737,
15/02/2022,1739,
15/02/2022,1741,
15/02/2022,1738,
15/02/2022,1740,
15/02/2022,1742,
15/02/2022,1747,
15/02/2022,1721,
15/02/2022,1736,
15/02/2022,1767,
15/02/2022,1744,
15/02/2022,1746,
15/02/2022,1766,
15/02/2022,1764,
15/02/2022,1749,
15/02/2022,1753,
15/02/2022,1756,
15/02/2022,1725,
15/02/2022,1754,
15/02/2022,1724,
15/02/2022,1726,
15/02/2022,1755,
15/02/2022,1727,
15/02/2022,1750,
15/02/2022,1751,
15/02/2022,1765,
15/02/2022,1743,
15/02/2022,1748,
15/02/2022,1729,
15/02/2022,1731,
15/02/2022,1730,
15/02/2022,1759,
15/02/2022,1733,
15/02/2022,1734,
15/02/2022,1761,
15/02/2022,1758,
15/02/2022,1752,
15/02/2022,1732,
15/02/2022,1757,
15/02/2022,1997,
15/02/2022,1996,
15/02/2022,1981,
15/02/2022,2004,
15/02/2022,1983,
15/02/2022,1976,
15/02/2022,1973,
15/02/2022,1995,
15/02/2022,1982,
15/02/2022,1979,
15/02/2022,1984,
15/02/2022,1985,
15/02/2022,2000,
15/02/2022,1999,
15/02/2022,2001,
15/02/2022,1978,
15/02/2022,2002,
15/02/2022,2003,
15/02/2022,1980,
15/02/2022,1998,
15/02/2022,1977,
15/02/2022,1975,
15/02/2022,1987,
15/02/2022,1989,
15/02/2022,1986,
15/02/2022,1991,
15/02/2022,1994,
15/02/2022,1974,
15/02/2022,1988,
15/02/2022,1990,
15/02/2022,1992,
15/02/2022,1993,
15/02/2022,1685,
15/02/2022,1692,
15/02/2022,1682,
15/02/2022,1675,
15/02/2022,1688,
15/02/2022,1689,
15/02/2022,1677,
15/02/2022,1687,
15/02/2022,1681,
15/02/2022,1686,
15/02/2022,1683,
15/02/2022,1676,
15/02/2022,1695,
15/02/2022,1696,
15/02/2022,1712,
15/02/2022,1697,
15/02/2022,1691,
15/02/2022,1690,
15/02/2022,1715,
15/02/2022,1714,
15/02/2022,1711,
15/02/2022,1713,
15/02/2022,1710,
15/02/2022,1684,
15/02/2022,1694,
15/02/2022,1679,
15/02/2022,1678,
15/02/2022,1693,
15/02/2022,1698,
15/02/2022,1699,
15/02/2022,1680,
15/02/2022,1700,
15/02/2022,1705,
15/02/2022,1702,
15/02/2022,1703,
15/02/2022,1717,
15/02/2022,1704,
15/02/2022,1707,
15/02/2022,1701,
15/02/2022,1716,
15/02/2022,1709,
15/02/2022,1706,
15/02/2022,1718,
15/02/2022,1708,
15/02/2022,1921,
15/02/2022,1920,
15/02/2022,1919,
15/02/2022,1906,
15/02/2022,1910,
15/02/2022,1902,
15/02/2022,1901,
15/02/2022,1908,
15/02/2022,1914,
15/02/2022,1913,
15/02/2022,1928,
15/02/2022,1909,
15/02/2022,1911,
15/02/2022,1917,
15/02/2022,1895,
15/02/2022,1894,
15/02/2022,1923,
15/02/2022,1929,
15/02/2022,1922,
15/02/2022,1907,
15/02/2022,1896,
15/02/2022,1915,
15/02/2022,1916,
15/02/2022,1912,
15/02/2022,1905,
15/02/2022,1893,
15/02/2022,1899,
15/02/2022,1918,
15/02/2022,1898,
15/02/2022,1897,
15/02/2022,1924,
15/02/2022,1925,
15/02/2022,1903,
15/02/2022,1900,
15/02/2022,1904,
15/02/2022,1927,
15/02/2022,1926,
15/02/2022,1875,
15/02/2022,1891,
15/02/2022,1864,
15/02/2022,1858,
15/02/2022,1868,
15/02/2022,1866,
15/02/2022,1882,
15/02/2022,1865,
15/02/2022,1867,
15/02/2022,1873,
15/02/2022,1861,
15/02/2022,1877,
15/02/2022,1878,
15/02/2022,1879,
15/02/2022,1881,
15/02/2022,1872,
15/02/2022,1885,
15/02/2022,1880,
15/02/2022,1890,
15/02/2022,1869,
15/02/2022,1892,
15/02/2022,1889,
15/02/2022,1883,
15/02/2022,1887,
15/02/2022,1871,
15/02/2022,1870,
15/02/2022,1863,
15/02/2022,1862,
15/02/2022,1886,
15/02/2022,1884,
15/02/2022,1876,
15/02/2022,1860,
15/02/2022,1874,
15/02/2022,1859,
15/02/2022,1888,
15/02/2022,1966,
15/02/2022,1956,
15/02/2022,1972,
15/02/2022,1951,
15/02/2022,1958,
15/02/2022,1969,
15/02/2022,1963,
15/02/2022,1965,
15/02/2022,1971,
15/02/2022,1959,
15/02/2022,1954,
15/02/2022,1953,
15/02/2022,1962,
15/02/2022,1957,
15/02/2022,1967,
15/02/2022,1955,
15/02/2022,1952,
15/02/2022,1960,
15/02/2022,1961,
15/02/2022,1968,
15/02/2022,1970,
15/02/2022,2722,
15/02/2022,1964,
15/02/2022,1830,
15/02/2022,1838,
15/02/2022,1848,
15/02/2022,1855,
15/02/2022,1828,
15/02/2022,1807,
15/02/2022,1832,
15/02/2022,1834,
15/02/2022,1811,
15/02/2022,1808,
15/02/2022,1843,
15/02/2022,1837,
15/02/2022,1825,
15/02/2022,1824,
15/02/2022,1853,
15/02/2022,1823,
15/02/2022,1829,
15/02/2022,1822,
15/02/2022,1809,
15/02/2022,1813,
15/02/2022,1844,
15/02/2022,1810,
15/02/2022,1835,
15/02/2022,1841,
15/02/2022,1840,
15/02/2022,1849,
15/02/2022,1850,
15/02/2022,1812,
15/02/2022,1852,
15/02/2022,1833,
15/02/2022,1836,
15/02/2022,1842,
15/02/2022,1851,
15/02/2022,1854,
15/02/2022,1819,
15/02/2022,1818,
15/02/2022,1821,
15/02/2022,1857,
15/02/2022,1816,
15/02/2022,1845,
15/02/2022,1846,
15/02/2022,1856,
15/02/2022,1826,
15/02/2022,1817,
15/02/2022,1820,
15/02/2022,1814,
15/02/2022,1827,
15/02/2022,1815,
15/02/2022,1847,
15/02/2022,1831,
15/02/2022,1839,
15/02/2022,1948,
15/02/2022,1941,
15/02/2022,1944,
15/02/2022,1950,
15/02/2022,1949,
15/02/2022,1945,
15/02/2022,1943,
15/02/2022,1940,
15/02/2022,1938,
15/02/2022,1937,
15/02/2022,1942,
15/02/2022,1939,
15/02/2022,1933,
15/02/2022,1931,
15/02/2022,1932,
15/02/2022,1930,
15/02/2022,1947,
15/02/2022,1934,
15/02/2022,1946,
15/02/2022,1936,
15/02/2022,1935,
15/02/2022,1792,
15/02/2022,1787,
15/02/2022,1781,
15/02/2022,1777,
15/02/2022,1789,
15/02/2022,1791,
15/02/2022,1790,
15/02/2022,1782,
15/02/2022,1780,
15/02/2022,1788,
15/02/2022,1783,
15/02/2022,1785,
15/02/2022,1784,
15/02/2022,1786,
15/02/2022,1779,
15/02/2022,1778,
15/02/2022,1775,
15/02/2022,1773,
15/02/2022,1770,
15/02/2022,1772,
15/02/2022,1776,
15/02/2022,1771,
15/02/2022,1774,
15/02/2022,131,
15/02/2022,132,
15/02/2022,134,
15/02/2022,135,
15/02/2022,133,
15/02/2022,130,
15/02/2022,127,
15/02/2022,129,
15/02/2022,128,
15/02/2022,136,
15/02/2022,137,
15/02/2022,139,
15/02/2022,138,
15/02/2022,152,
15/02/2022,149,
15/02/2022,150,
15/02/2022,151,
15/02/2022,148,
15/02/2022,141,
15/02/2022,145,
15/02/2022,143,
15/02/2022,144,
15/02/2022,142,
15/02/2022,140,
15/02/2022,146,
15/02/2022,147,
15/02/2022,123,
15/02/2022,125,
15/02/2022,122,
15/02/2022,121,
15/02/2022,124,
15/02/2022,126,
15/02/2022,153,
15/02/2022,157,
15/02/2022,156,
15/02/2022,154,
15/02/2022,155,
15/02/2022,169,
15/02/2022,170,
15/02/2022,172,
15/02/2022,171,
15/02/2022,173,
15/02/2022,174,
15/02/2022,177,
15/02/2022,178,
15/02/2022,176,
15/02/2022,175,
15/02/2022,168,
15/02/2022,163,
15/02/2022,164,
15/02/2022,162,
15/02/2022,165,
15/02/2022,161,
15/02/2022,167,
15/02/2022,166,
15/02/2022,185,
15/02/2022,186,
15/02/2022,187,
15/02/2022,184,
15/02/2022,181,
15/02/2022,179,
15/02/2022,180,
15/02/2022,183,
15/02/2022,182,
15/02/2022,159,
15/02/2022,160,
15/02/2022,158,
15/02/2022,389,
15/02/2022,380,
15/02/2022,382,
15/02/2022,379,
15/02/2022,386,
15/02/2022,385,
15/02/2022,384,
15/02/2022,388,
15/02/2022,381,
15/02/2022,383,
15/02/2022,387,
15/02/2022,368,
15/02/2022,364,
15/02/2022,365,
15/02/2022,355,
15/02/2022,358,
15/02/2022,359,
15/02/2022,356,
15/02/2022,351,
15/02/2022,354,
15/02/2022,350,
15/02/2022,375,
15/02/2022,366,
15/02/2022,374,
15/02/2022,369,
15/02/2022,371,
15/02/2022,367,
15/02/2022,372,
15/02/2022,370,
15/02/2022,373,
15/02/2022,360,
15/02/2022,361,
15/02/2022,362,
15/02/2022,363,
15/02/2022,357,
15/02/2022,352,
15/02/2022,353,
15/02/2022,377,
15/02/2022,376,
15/02/2022,378,
15/02/2022,309,
15/02/2022,331,
15/02/2022,330,
15/02/2022,312,
15/02/2022,326,
15/02/2022,303,
15/02/2022,344,
15/02/2022,335,
15/02/2022,343,
15/02/2022,325,
15/02/2022,340,
15/02/2022,342,
15/02/2022,336,
15/02/2022,341,
15/02/2022,306,
15/02/2022,308,
15/02/2022,307,
15/02/2022,300,
15/02/2022,327,
15/02/2022,338,
15/02/2022,337,
15/02/2022,334,
15/02/2022,347,
15/02/2022,348,
15/02/2022,339,
15/02/2022,328,
15/02/2022,345,
15/02/2022,311,
15/02/2022,333,
15/02/2022,329,
15/02/2022,332,
15/02/2022,305,
15/02/2022,310,
15/02/2022,346,
15/02/2022,349,
15/02/2022,301,
15/02/2022,302,
15/02/2022,322,
15/02/2022,315,
15/02/2022,316,
15/02/2022,304,
15/02/2022,324,
15/02/2022,314,
15/02/2022,317,
15/02/2022,313,
15/02/2022,323,
15/02/2022,319,
15/02/2022,320,
15/02/2022,321,
15/02/2022,318,
15/02/2022,299,
15/02/2022,452,
15/02/2022,422,
15/02/2022,464,
15/02/2022,463,
15/02/2022,458,
15/02/2022,443,
15/02/2022,425,
15/02/2022,456,
15/02/2022,457,
15/02/2022,444,
15/02/2022,439,
15/02/2022,431,
15/02/2022,420,
15/02/2022,462,
15/02/2022,468,
15/02/2022,434,
15/02/2022,466,
15/02/2022,436,
15/02/2022,423,
15/02/2022,446,
15/02/2022,445,
15/02/2022,419,
15/02/2022,426,
15/02/2022,418,
15/02/2022,472,
15/02/2022,455,
15/02/2022,471,
15/02/2022,465,
15/02/2022,432,
15/02/2022,467,
15/02/2022,470,
15/02/2022,469,
15/02/2022,448,
15/02/2022,435,
15/02/2022,424,
15/02/2022,437,
15/02/2022,433,
15/02/2022,438,
15/02/2022,440,
15/02/2022,442,
15/02/2022,441,
15/02/2022,459,
15/02/2022,460,
15/02/2022,449,
15/02/2022,430,
15/02/2022,429,
15/02/2022,428,
15/02/2022,461,
15/02/2022,450,
15/02/2022,427,
15/02/2022,451,
15/02/2022,447,
15/02/2022,421,
15/02/2022,453,
15/02/2022,454,
15/02/2022,417,
15/02/2022,485,
15/02/2022,480,
15/02/2022,486,
15/02/2022,479,
15/02/2022,483,
15/02/2022,484,
15/02/2022,473,
15/02/2022,481,
15/02/2022,482,
15/02/2022,474,
15/02/2022,478,
15/02/2022,475,
15/02/2022,476,
15/02/2022,477,
15/02/2022,563,
15/02/2022,559,
15/02/2022,557,
15/02/2022,560,
15/02/2022,561,
15/02/2022,562,
15/02/2022,558,
15/02/2022,555,
15/02/2022,551,
15/02/2022,553,
15/02/2022,550,
15/02/2022,552,
15/02/2022,554,
15/02/2022,543,
15/02/2022,549,
15/02/2022,548,
15/02/2022,544,
15/02/2022,546,
15/02/2022,545,
15/02/2022,547,
15/02/2022,556,
15/02/2022,395,
15/02/2022,408,
15/02/2022,409,
15/02/2022,404,
15/02/2022,398,
15/02/2022,392,
15/02/2022,390,
15/02/2022,391,
15/02/2022,394,
15/02/2022,410,
15/02/2022,393,
15/02/2022,414,
15/02/2022,416,
15/02/2022,411,
15/02/2022,415,
15/02/2022,396,
15/02/2022,412,
15/02/2022,406,
15/02/2022,413,
15/02/2022,401,
15/02/2022,399,
15/02/2022,407,
15/02/2022,397,
15/02/2022,402,
15/02/2022,400,
15/02/2022,403,
15/02/2022,405,
15/02/2022,537,
15/02/2022,538,
15/02/2022,536,
15/02/2022,529,
15/02/2022,531,
15/02/2022,535,
15/02/2022,530,
15/02/2022,540,
15/02/2022,542,
15/02/2022,539,
15/02/2022,541,
15/02/2022,534,
15/02/2022,532,
15/02/2022,533,
15/02/2022,511,
15/02/2022,508,
15/02/2022,497,
15/02/2022,487,
15/02/2022,499,
15/02/2022,491,
15/02/2022,492,
15/02/2022,498,
15/02/2022,494,
15/02/2022,502,
15/02/2022,495,
15/02/2022,504,
15/02/2022,515,
15/02/2022,517,
15/02/2022,518,
15/02/2022,493,
15/02/2022,496,
15/02/2022,512,
15/02/2022,516,
15/02/2022,514,
15/02/2022,501,
15/02/2022,510,
15/02/2022,488,
15/02/2022,500,
15/02/2022,513,
15/02/2022,509,
15/02/2022,506,
15/02/2022,489,
15/02/2022,505,
15/02/2022,503,
15/02/2022,490,
15/02/2022,507,
15/02/2022,528,
15/02/2022,525,
15/02/2022,527,
15/02/2022,519,
15/02/2022,526,
15/02/2022,524,
15/02/2022,522,
15/02/2022,520,
15/02/2022,523,
15/02/2022,521,
15/02/2022,571,
15/02/2022,570,
15/02/2022,573,
15/02/2022,569,
15/02/2022,568,
15/02/2022,572,
15/02/2022,590,
15/02/2022,587,
15/02/2022,586,
15/02/2022,589,
15/02/2022,588,
15/02/2022,585,
15/02/2022,595,
15/02/2022,593,
15/02/2022,592,
15/02/2022,591,
15/02/2022,594,
15/02/2022,584,
15/02/2022,581,
15/02/2022,583,
15/02/2022,580,
15/02/2022,579,
15/02/2022,582,
15/02/2022,578,
15/02/2022,577,
15/02/2022,575,
15/02/2022,574,
15/02/2022,576,
15/02/2022,565,
15/02/2022,567,
15/02/2022,566,
15/02/2022,564,
15/02/2022,699,
15/02/2022,698,
15/02/2022,696,
15/02/2022,697,
15/02/2022,702,
15/02/2022,701,
15/02/2022,2005,
15/02/2022,700,
15/02/2022,648,
15/02/2022,649,
15/02/2022,667,
15/02/2022,668,
15/02/2022,669,
15/02/2022,673,
15/02/2022,671,
15/02/2022,674,
15/02/2022,672,
15/02/2022,643,
15/02/2022,622,
15/02/2022,606,
15/02/2022,641,
15/02/2022,621,
15/02/2022,653,
15/02/2022,670,
15/02/2022,639,
15/02/2022,655,
15/02/2022,610,
15/02/2022,654,
15/02/2022,633,
15/02/2022,656,
15/02/2022,611,
15/02/2022,645,
15/02/2022,644,
15/02/2022,642,
15/02/2022,659,
15/02/2022,665,
15/02/2022,640,
15/02/2022,662,
15/02/2022,657,
15/02/2022,617,
15/02/2022,612,
15/02/2022,631,
15/02/2022,619,
15/02/2022,616,
15/02/2022,638,
15/02/2022,613,
15/02/2022,615,
15/02/2022,618,
15/02/2022,634,
15/02/2022,635,
15/02/2022,636,
15/02/2022,614,
15/02/2022,646,
15/02/2022,647,
15/02/2022,658,
15/02/2022,625,
15/02/2022,632,
15/02/2022,604,
15/02/2022,637,
15/02/2022,609,
15/02/2022,660,
15/02/2022,666,
15/02/2022,603,
15/02/2022,629,
15/02/2022,663,
15/02/2022,630,
15/02/2022,628,
15/02/2022,623,
15/02/2022,661,
15/02/2022,620,
15/02/2022,608,
15/02/2022,624,
15/02/2022,627,
15/02/2022,652,
15/02/2022,605,
15/02/2022,651,
15/02/2022,664,
15/02/2022,626,
15/02/2022,607,
15/02/2022,650,
15/02/2022,689,
15/02/2022,692,
15/02/2022,687,
15/02/2022,691,
15/02/2022,675,
15/02/2022,686,
15/02/2022,683,
15/02/2022,682,
15/02/2022,693,
15/02/2022,690,
15/02/2022,688,
15/02/2022,679,
15/02/2022,678,
15/02/2022,677,
15/02/2022,676,
15/02/2022,2007,
15/02/2022,695,
15/02/2022,684,
15/02/2022,694,
15/02/2022,681,
15/02/2022,680,
15/02/2022,685,
15/02/2022,600,
15/02/2022,599,
15/02/2022,596,
15/02/2022,597,
15/02/2022,601,
15/02/2022,602,
15/02/2022,598,
15/02/2022,715,
15/02/2022,716,
15/02/2022,705,
15/02/2022,707,
15/02/2022,703,
15/02/2022,704,
15/02/2022,718,
15/02/2022,706,
15/02/2022,712,
15/02/2022,711,
15/02/2022,719,
15/02/2022,709,
15/02/2022,714,
15/02/2022,717,
15/02/2022,713,
15/02/2022,710,
15/02/2022,708,
15/02/2022,764,
15/02/2022,755,
15/02/2022,760,
15/02/2022,762,
15/02/2022,757,
15/02/2022,758,
15/02/2022,759,
15/02/2022,756,
15/02/2022,763,
15/02/2022,761,
15/02/2022,750,
15/02/2022,751,
15/02/2022,753,
15/02/2022,741,
15/02/2022,745,
15/02/2022,743,
15/02/2022,749,
15/02/2022,752,
15/02/2022,747,
15/02/2022,754,
15/02/2022,746,
15/02/2022,742,
15/02/2022,748,
15/02/2022,744,
15/02/2022,728,
15/02/2022,729,
15/02/2022,721,
15/02/2022,725,
15/02/2022,723,
15/02/2022,726,
15/02/2022,724,
15/02/2022,722,
15/02/2022,720,
15/02/2022,727,
15/02/2022,734,
15/02/2022,735,
15/02/2022,736,
15/02/2022,740,
15/02/2022,739,
15/02/2022,732,
15/02/2022,731,
15/02/2022,738,
15/02/2022,737,
15/02/2022,733,
15/02/2022,730,
15/02/2022,781,
15/02/2022,782,
15/02/2022,796,
15/02/2022,769,
15/02/2022,790,
15/02/2022,787,
15/02/2022,788,
15/02/2022,799,
15/02/2022,779,
15/02/2022,798,
15/02/2022,800,
15/02/2022,783,
15/02/2022,786,
15/02/2022,777,
15/02/2022,776,
15/02/2022,785,
15/02/2022,768,
15/02/2022,770,
15/02/2022,784,
15/02/2022,775,
15/02/2022,774,
15/02/2022,801,
15/02/2022,789,
15/02/2022,765,
15/02/2022,778,
15/02/2022,773,
15/02/2022,766,
15/02/2022,797,
15/02/2022,795,
15/02/2022,793,
15/02/2022,791,
15/02/2022,772,
15/02/2022,780,
15/02/2022,767,
15/02/2022,794,
15/02/2022,792,
15/02/2022,771,
